,duration,srcPort,dstPort,service,srcBytes,dstBytes,flag,land,urgent,ja3Ver,ja3Cipher0,ja3Cipher1,ja3Cipher2,ja3Cipher3,ja3Cipher4,ja3Cipher5,ja3Cipher6,ja3Cipher7,ja3Cipher8,ja3Cipher9,ja3Cipher10,ja3Cipher11,ja3Cipher12,ja3Cipher13,ja3Cipher14,ja3Cipher15,ja3Cipher16,ja3Cipher17,ja3Cipher18,ja3Cipher19,ja3Cipher20,ja3Cipher21,ja3Cipher22,ja3Cipher23,ja3Cipher24,ja3Cipher25,ja3Cipher26,ja3Cipher27,ja3Cipher28,ja3Cipher29,ja3Cipher30,ja3Cipher31,ja3Cipher32,ja3Cipher33,ja3Cipher34,ja3Cipher35,ja3Extension0,ja3Extension1,ja3Extension2,ja3Extension3,ja3Extension4,ja3Extension5,ja3Extension6,ja3Extension7,ja3Extension8,ja3Extension9,ja3Extension10,ja3Extension11,ja3Extension12,ja3Extension13,ja3Extension14,ja3Extension15,ja3Extension16,ja3Extension17,ja3Extension18,ja3Extension19,ja3Extension20,ja3Extension21,ja3Extension22,ja3Extension23,ja3Extension24,ja3Extension25,ja3Ec0,ja3Ec1,ja3Ec2,ja3Ec3,ja3Ec4,ja3Ec5,ja3Ecpf0,ja3Ecpf1,blacklisted
0,0.006705314213755686,0.0,0.0,0.0,0.04670650061190699,0.062229835165820674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00010725503715620932,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.00016470807728202817,0.01564537157757684,0.0,0.0,0.03246706500611907,0.045477373414883504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0003523230342672447,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.008067986232910482,0.01694915254236662,0.0,0.0,0.037405514361817,0.0592255125284738,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333333,0.3333333333333335,0.08333333333333331,1.0,0.0,0.00010725503715620932,0.0003676414270614727,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.007877774421260794,0.01825293350717061,0.0,0.0,0.005629544309264992,0.05249941707172708,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333333,0.3333333333333335,0.08333333333333331,1.0,0.0,0.00010725503715620932,0.0003676414270614727,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.007819786365327425,0.0195567144719746,0.0,0.0,0.007184507954790871,0.05249941707172708,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333333,0.3333333333333335,0.08333333333333331,1.0,0.0,0.00010725503715620932,0.0003676414270614727,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0003866387866361221,0.02086049543676438,0.0,0.0,0.24006910949535673,0.059682887019532574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0003523230342672447,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.00021408159213509231,0.022164276401568372,0.0,0.0,0.08388164998920164,0.04901081556149445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0003523230342672447,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.003192506652673924,0.023468057366358153,0.0,0.0,0.017277373839176446,0.25623733252022307,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00010725503715620932,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.000149651882388324,0.029986962190349686,0.0,0.0,0.01651428982794615,0.040598712176923214,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333333,0.3333333333333335,0.08333333333333331,1.0,0.0,0.00010725503715620932,0.0003676414270614727,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.002536187732319133,0.03129074315515368,0.0,0.0,0.24862140954574904,0.05709109823686617,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333333,0.3333333333333335,0.08333333333333331,1.0,0.368421052631579,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
